employee_id,age,gender,department,job_role,education_level,tenure_years,monthly_income,job_satisfaction,work_life_balance,overtime_hours,performance_rating,attrition
EMP0677,32,Female,Marketing,Content Creator,PhD,0,135732,5,5,8,5,False
EMP0678,58,Other,Sales,Sales Manager,PhD,38,43612,4,5,25,2,False
EMP0679,39,Female,Operations,Logistics Manager,PhD,16,126056,2,2,4,1,True
EMP0680,54,Female,HR,HR Manager,Bachelors,3,139582,5,1,8,5,False
EMP0681,24,Female,Sales,Sales Executive,PhD,1,46696,4,2,8,3,True
EMP0682,29,Male,IT,DevOps Engineer,Bachelors,4,109400,1,5,18,1,False
EMP0683,56,Male,Sales,Sales Manager,Masters,6,140333,5,5,21,5,False
EMP0684,48,Male,R&D,Product Developer,Bachelors,10,152186,4,4,10,1,True
EMP0685,28,Male,HR,HR Generalist,Masters,8,73929,5,3,12,3,False
EMP0686,56,Other,Marketing,Marketing Specialist,PhD,5,134497,3,5,39,3,False
EMP0687,47,Female,Finance,Accountant,Masters,25,79845,2,1,29,1,True
EMP0688,57,Female,Sales,Sales Manager,PhD,36,143735,5,5,31,5,False
EMP0689,46,Male,Sales,Sales Manager,Bachelors,3,37417,2,4,22,5,False
EMP0690,36,Female,R&D,Product Developer,High School,14,69225,2,2,5,4,False
EMP0691,49,Male,Marketing,Marketing Specialist,Bachelors,21,109960,4,5,15,2,False
EMP0692,47,Other,HR,HR Generalist,High School,0,131317,2,2,35,5,True
EMP0693,24,Male,Operations,Logistics Manager,PhD,3,57571,4,2,13,4,False
EMP0694,50,Other,Sales,Sales Manager,Masters,5,150698,2,1,1,3,True
EMP0695,23,Male,IT,IT Manager,Bachelors,3,153263,5,4,34,3,False
EMP0696,57,Female,Finance,Accountant,High School,20,98334,5,3,30,5,False
EMP0697,54,Female,IT,DevOps Engineer,Masters,12,80264,2,4,8,5,True
EMP0698,43,Male,R&D,Product Developer,Masters,23,129389,3,1,74,4,False
EMP0699,57,Other,IT,IT Manager,High School,4,157833,2,4,63,4,False
EMP0700,37,Other,Finance,Accountant,Bachelors,6,145623,5,2,22,3,False
EMP0701,48,Female,IT,Software Engineer,High School,1,196795,1,4,33,3,True
EMP0702,58,Female,Marketing,Content Creator,High School,21,108810,4,2,25,5,True
EMP0703,39,Female,Sales,Sales Manager,Bachelors,19,108140,2,4,55,4,True
EMP0704,36,Male,Finance,Accountant,PhD,4,29449,5,2,14,3,True
EMP0705,25,Male,R&D,Research Scientist,High School,3,95089,4,1,26,4,True
EMP0706,59,Male,Finance,Financial Analyst,Bachelors,9,125582,1,4,60,4,True
EMP0707,50,Other,Operations,Logistics Manager,Bachelors,6,57344,4,4,19,3,False
EMP0708,55,Female,IT,IT Manager,Masters,5,48855,1,3,36,2,True
EMP0709,50,Female,HR,HR Manager,PhD,6,30389,4,1,49,5,True
EMP0710,58,Other,R&D,Product Developer,Masters,13,125052,2,3,30,2,True
EMP0711,26,Female,Finance,Financial Analyst,Bachelors,6,63045,2,1,37,2,False
EMP0712,30,Other,Sales,Sales Executive,High School,8,130676,4,2,14,5,False
EMP0713,57,Other,HR,HR Manager,Bachelors,28,134528,1,5,12,3,True
EMP0714,27,Male,R&D,Research Scientist,Masters,2,135657,4,5,15,4,False
EMP0715,26,Other,IT,Data Scientist,PhD,0,157965,4,3,34,5,False
EMP0716,22,Male,Finance,Accountant,Masters,0,54991,1,4,38,3,True
EMP0717,55,Other,IT,Data Scientist,Bachelors,28,142211,3,4,32,2,True
EMP0718,27,Female,Marketing,Content Creator,Masters,3,112971,4,2,34,1,True
EMP0719,50,Male,Operations,Operations Associate,PhD,29,107721,4,2,7,1,False
EMP0720,59,Male,Finance,Accountant,High School,22,88383,3,5,5,2,False
EMP0721,35,Male,HR,HR Manager,Masters,4,110352,4,1,33,4,True
EMP0722,38,Female,HR,HR Manager,PhD,18,105419,3,5,35,3,False
EMP0723,31,Other,IT,Software Engineer,Masters,11,130087,1,3,31,5,False
EMP0724,51,Male,Marketing,Content Creator,High School,28,119865,2,3,12,3,True
EMP0725,33,Female,IT,Software Engineer,Bachelors,6,107660,3,5,3,3,False
EMP0726,60,Female,IT,DevOps Engineer,Masters,33,158304,5,2,30,4,True
EMP0727,60,Female,Finance,Accountant,Masters,8,88555,3,1,29,3,False
EMP0728,60,Female,HR,HR Manager,PhD,21,67302,5,4,2,5,False
EMP0729,31,Male,Finance,Financial Analyst,Bachelors,7,88632,5,2,0,2,True
EMP0730,25,Other,Sales,Sales Executive,PhD,2,40105,5,4,10,4,False
EMP0731,52,Other,Operations,Operations Associate,PhD,11,110312,1,1,0,1,False
EMP0732,22,Other,Finance,Accountant,High School,1,135568,1,3,10,4,True
EMP0733,26,Female,Finance,Financial Analyst,Masters,1,90650,3,3,26,2,False
EMP0734,23,Other,IT,Software Engineer,High School,1,86831,5,2,11,1,True
EMP0735,47,Male,IT,IT Manager,High School,2,196192,5,5,42,3,False
EMP0736,47,Other,IT,Software Engineer,PhD,9,86408,1,2,26,4,True
EMP0737,52,Other,IT,Data Scientist,High School,15,132981,5,4,0,2,True
EMP0738,29,Female,R&D,Research Scientist,Masters,9,149777,3,1,4,4,False
EMP0739,60,Other,Operations,Logistics Manager,Masters,22,36901,4,1,77,1,True
EMP0740,43,Other,IT,DevOps Engineer,Bachelors,5,113135,5,2,39,2,True
EMP0741,53,Other,Finance,Accountant,Bachelors,31,143371,3,4,8,3,False
EMP0742,51,Other,IT,DevOps Engineer,Bachelors,30,182935,4,4,15,5,False
EMP0743,43,Female,HR,HR Manager,High School,9,121907,3,4,71,3,False
EMP0744,28,Female,Sales,Sales Executive,High School,2,100075,4,5,75,4,False
EMP0745,22,Female,Operations,Operations Associate,Masters,1,81536,4,2,21,4,False
EMP0746,36,Male,Operations,Logistics Manager,High School,2,126596,2,4,22,3,True
EMP0747,50,Other,Sales,Sales Manager,Masters,3,106991,2,2,31,1,True
EMP0748,54,Female,IT,DevOps Engineer,PhD,31,205222,1,5,40,4,False
EMP0749,43,Female,Sales,Sales Manager,Bachelors,4,45494,4,1,27,5,True
EMP0750,59,Male,R&D,Research Scientist,Masters,13,57792,4,4,34,4,False
EMP0751,46,Female,IT,IT Manager,Bachelors,18,143661,1,1,66,5,True
EMP0752,36,Other,IT,Software Engineer,High School,4,94692,5,4,27,2,False
EMP0753,47,Male,Operations,Operations Associate,Masters,10,93845,5,1,34,2,False
EMP0754,24,Male,Finance,Financial Analyst,High School,2,91464,1,3,27,1,True
EMP0755,33,Male,Operations,Logistics Manager,Masters,7,132639,4,5,16,3,False
EMP0756,41,Male,R&D,Product Developer,Bachelors,6,147852,4,5,19,5,False
EMP0757,45,Male,R&D,Research Scientist,Bachelors,2,136860,5,3,79,2,True
EMP0758,32,Male,Operations,Operations Associate,Bachelors,6,110327,2,5,49,1,True
EMP0759,25,Male,Finance,Financial Analyst,High School,1,44088,3,4,75,5,False
EMP0760,38,Other,HR,HR Manager,Masters,14,125326,3,2,58,2,True
EMP0761,55,Male,IT,Software Engineer,Masters,0,198195,4,1,40,2,True
EMP0762,29,Female,Operations,Operations Associate,High School,3,109870,2,5,22,2,False
EMP0763,47,Male,Sales,Sales Executive,Masters,23,61397,3,4,25,3,False
EMP0764,26,Male,R&D,Research Scientist,Bachelors,0,121360,4,5,27,2,True
EMP0765,43,Other,Sales,Sales Executive,Masters,7,70928,3,1,3,1,False
EMP0766,39,Male,Finance,Financial Analyst,PhD,14,121893,1,1,22,1,True
EMP0767,39,Female,HR,HR Generalist,PhD,14,54402,3,2,21,2,True
EMP0768,46,Male,Marketing,Marketing Specialist,PhD,20,46178,2,4,0,1,True
EMP0769,59,Female,Sales,Sales Manager,PhD,12,128034,3,4,34,2,True
EMP0770,29,Female,HR,HR Generalist,Masters,7,131150,4,1,73,3,False
EMP0771,43,Male,R&D,Research Scientist,Masters,7,117357,1,3,7,2,True
EMP0772,59,Male,Operations,Logistics Manager,Masters,31,115384,3,3,24,1,False
EMP0773,42,Other,HR,HR Generalist,Masters,9,121619,1,5,40,1,True
EMP0774,43,Other,Marketing,Marketing Specialist,Masters,10,77444,5,1,9,2,True
EMP0775,31,Female,HR,HR Generalist,High School,0,110764,4,5,16,1,True
EMP0776,32,Female,IT,Software Engineer,Bachelors,4,77204,5,3,9,5,False
EMP0777,38,Male,IT,Data Scientist,PhD,11,170035,3,5,5,4,False
EMP0778,42,Male,HR,HR Manager,Bachelors,19,44942,3,3,67,1,True
EMP0779,54,Female,Sales,Sales Manager,Masters,19,79054,3,4,75,4,False
EMP0780,35,Male,Operations,Operations Associate,Masters,0,45068,3,4,38,5,False
EMP0781,42,Female,Operations,Logistics Manager,High School,9,55674,3,2,8,5,False
EMP0782,35,Other,Sales,Sales Executive,Masters,8,24123,5,5,18,4,False
EMP0783,41,Other,Marketing,Content Creator,PhD,15,50009,1,1,38,3,False
EMP0784,27,Other,Operations,Logistics Manager,High School,6,127790,5,5,6,4,False
EMP0785,45,Female,HR,HR Generalist,Masters,22,85583,2,5,47,4,True
EMP0786,54,Other,HR,HR Generalist,Masters,13,36946,1,5,16,4,True
EMP0787,27,Other,HR,HR Generalist,Bachelors,0,39176,4,2,32,2,True
EMP0788,42,Other,Sales,Sales Executive,PhD,8,52367,3,4,40,2,True
EMP0789,56,Male,R&D,Product Developer,Masters,6,149826,5,2,9,5,False
EMP0790,24,Other,Sales,Sales Manager,Bachelors,1,136279,2,4,19,5,True
EMP0791,50,Female,Sales,Sales Manager,High School,28,86586,3,5,14,3,False
EMP0792,23,Female,Sales,Sales Manager,PhD,0,56319,4,2,24,5,False
EMP0793,26,Female,Marketing,Marketing Specialist,Bachelors,2,138144,4,4,25,1,True
EMP0794,35,Male,R&D,Product Developer,High School,4,72279,3,1,38,3,False
EMP0795,46,Male,Marketing,Content Creator,Masters,12,39289,5,4,13,5,False
EMP0796,23,Female,R&D,Research Scientist,High School,2,118623,1,1,6,4,True
EMP0797,41,Other,Finance,Accountant,Bachelors,14,106083,4,3,19,5,False
EMP0798,56,Female,Sales,Sales Executive,PhD,14,82451,2,4,30,5,True
EMP0799,53,Male,Sales,Sales Manager,PhD,11,53205,5,2,22,4,True
EMP0800,53,Other,Sales,Sales Manager,PhD,14,59038,5,1,79,2,True
EMP0801,35,Female,Operations,Logistics Manager,High School,10,124907,3,1,17,3,True
EMP0802,40,Female,Sales,Sales Executive,PhD,11,67110,3,1,10,1,True
EMP0803,38,Male,Operations,Operations Associate,Bachelors,18,85547,4,2,4,4,False
EMP0804,22,Female,Finance,Financial Analyst,Bachelors,2,50578,5,1,73,3,True
EMP0805,49,Female,Marketing,Content Creator,Bachelors,14,147839,2,2,26,3,True
EMP0806,36,Male,IT,Data Scientist,High School,10,184899,2,1,11,4,True
EMP0807,53,Female,Operations,Logistics Manager,PhD,19,39577,5,3,32,2,False
EMP0808,60,Other,HR,HR Generalist,Masters,21,88105,3,4,8,5,False
EMP0809,23,Other,Marketing,Marketing Specialist,Bachelors,3,72535,2,5,26,5,True
EMP0810,34,Female,R&D,Research Scientist,Bachelors,5,44731,1,3,67,5,True
EMP0811,60,Male,Finance,Financial Analyst,PhD,18,69292,2,5,14,4,True
EMP0812,59,Other,Sales,Sales Manager,Bachelors,4,85497,5,4,12,4,False
EMP0813,39,Male,Sales,Sales Executive,Bachelors,13,82451,5,4,72,5,False
EMP0814,49,Other,Sales,Sales Executive,Masters,0,78158,1,5,37,2,True
EMP0815,50,Female,Marketing,Marketing Specialist,Bachelors,15,74003,4,4,28,2,True
EMP0816,60,Other,IT,Data Scientist,High School,18,199150,5,5,8,2,False
EMP0817,39,Female,IT,Software Engineer,PhD,2,83104,3,1,28,3,False
EMP0818,30,Other,Operations,Logistics Manager,Masters,4,56085,3,5,32,2,False
EMP0819,22,Female,HR,HR Manager,Masters,0,64229,3,3,71,3,False
EMP0820,58,Female,Finance,Financial Analyst,PhD,35,109469,5,3,27,1,True
EMP0821,36,Female,HR,HR Generalist,PhD,9,112512,1,2,20,3,True
EMP0822,25,Other,R&D,Research Scientist,High School,2,68105,2,1,13,4,True
EMP0823,51,Female,HR,HR Manager,Bachelors,3,139154,3,1,7,4,True
EMP0824,40,Female,Marketing,Content Creator,Bachelors,0,76084,2,3,15,2,False
EMP0825,26,Male,Marketing,Content Creator,PhD,3,95481,5,2,16,2,True
EMP0826,43,Female,Sales,Sales Manager,Masters,2,143200,2,1,19,2,True
EMP0827,44,Male,R&D,Research Scientist,Bachelors,0,46087,3,2,14,2,True
EMP0828,46,Other,Finance,Accountant,PhD,13,56030,4,4,30,1,False
EMP0829,47,Female,Marketing,Marketing Specialist,Bachelors,23,44454,3,4,20,2,True
EMP0830,47,Male,Finance,Financial Analyst,Masters,16,95531,4,2,45,4,False
EMP0831,39,Female,HR,HR Manager,Masters,16,103850,2,2,33,5,True
EMP0832,42,Male,HR,HR Generalist,Bachelors,13,70613,3,4,36,1,False
EMP0833,59,Male,R&D,Research Scientist,PhD,29,105806,5,1,2,2,True
EMP0834,22,Male,Marketing,Content Creator,Bachelors,0,96196,2,3,18,1,False
EMP0835,39,Male,Sales,Sales Executive,Bachelors,13,60241,4,1,30,5,True
EMP0836,48,Other,R&D,Research Scientist,Masters,25,59666,5,4,11,3,False
EMP0837,27,Other,Sales,Sales Executive,PhD,3,87962,5,5,65,2,True
EMP0838,35,Other,Marketing,Marketing Specialist,Bachelors,11,38653,1,1,10,5,False
EMP0839,41,Male,Sales,Sales Manager,PhD,1,87455,4,1,15,5,True
EMP0840,46,Male,Sales,Sales Manager,High School,8,93022,3,5,10,1,False
EMP0841,53,Male,R&D,Research Scientist,High School,3,129298,1,5,42,5,True
EMP0842,54,Other,IT,DevOps Engineer,PhD,24,197677,4,5,47,2,True
EMP0843,50,Female,R&D,Product Developer,Bachelors,15,115739,2,4,37,2,True
EMP0844,45,Other,Operations,Operations Associate,PhD,18,51244,4,4,20,2,False
EMP0845,34,Male,Marketing,Content Creator,PhD,11,88892,5,4,66,3,False
EMP0846,51,Male,Marketing,Marketing Specialist,PhD,15,53961,2,2,36,2,True
EMP0847,26,Female,Sales,Sales Executive,PhD,5,124513,5,2,28,4,False
EMP0848,47,Male,R&D,Product Developer,Masters,22,21254,2,5,37,4,False
EMP0849,60,Other,R&D,Product Developer,Bachelors,24,138020,2,1,63,3,True
EMP0850,50,Female,Sales,Sales Manager,PhD,20,43401,3,2,30,1,True
EMP0851,30,Female,HR,HR Generalist,High School,0,135062,4,5,38,2,True
EMP0852,40,Other,R&D,Product Developer,PhD,8,67451,5,1,34,4,True
EMP0853,28,Male,R&D,Research Scientist,PhD,7,132745,4,5,56,5,True
EMP0854,51,Male,R&D,Product Developer,PhD,28,43531,3,5,14,2,True
EMP0855,45,Male,Operations,Operations Associate,Bachelors,2,67972,5,1,44,3,True
EMP0856,27,Male,IT,Software Engineer,Masters,3,109724,1,1,4,2,True
EMP0857,45,Male,IT,IT Manager,Masters,25,150350,1,1,40,2,True
EMP0858,52,Other,R&D,Research Scientist,Bachelors,2,56684,5,4,68,3,True
EMP0859,34,Other,HR,HR Generalist,High School,5,150180,5,4,9,4,False
EMP0860,41,Other,R&D,Product Developer,Masters,13,128259,5,5,24,4,False
EMP0861,50,Male,IT,Software Engineer,Masters,0,221555,3,1,53,2,False
EMP0862,36,Female,Sales,Sales Executive,Masters,0,150114,1,3,52,1,True
EMP0863,48,Female,HR,HR Manager,PhD,17,83467,1,2,33,1,True
EMP0864,30,Male,Finance,Accountant,Bachelors,1,44922,1,1,20,1,False
EMP0865,32,Male,HR,HR Generalist,Bachelors,2,48666,2,2,22,3,False
EMP0866,26,Other,Finance,Accountant,PhD,2,39527,5,2,1,4,True
EMP0867,53,Female,Sales,Sales Executive,Bachelors,18,46921,1,5,28,3,True
EMP0868,37,Other,R&D,Research Scientist,PhD,8,132333,4,3,31,2,False
EMP0869,59,Male,Finance,Financial Analyst,PhD,15,135454,4,3,32,1,False
EMP0870,28,Other,HR,HR Generalist,PhD,7,139166,3,4,30,4,False
EMP0871,25,Female,Operations,Logistics Manager,PhD,5,98869,2,1,64,1,True
EMP0872,45,Other,Operations,Logistics Manager,Masters,9,43235,2,5,33,2,False
EMP0873,47,Male,Operations,Operations Associate,Bachelors,4,130967,2,1,1,3,True
EMP0874,52,Other,Finance,Accountant,Masters,16,36956,5,5,44,5,False
EMP0875,23,Male,Finance,Accountant,Bachelors,0,88956,2,2,1,2,True
EMP0876,35,Other,HR,HR Generalist,High School,10,101561,5,2,78,2,True
EMP0877,60,Other,Marketing,Marketing Specialist,Bachelors,3,25694,1,1,40,2,True
EMP0878,23,Male,R&D,Research Scientist,Masters,0,135711,1,5,31,4,True
EMP0879,35,Male,Marketing,Content Creator,PhD,5,58596,5,4,38,4,False
EMP0880,28,Other,HR,HR Generalist,Bachelors,1,133721,2,4,25,5,True
EMP0881,51,Female,IT,IT Manager,PhD,6,196084,4,4,13,1,False
EMP0882,49,Female,R&D,Product Developer,PhD,16,100830,1,5,7,4,True
EMP0883,45,Male,Sales,Sales Manager,High School,0,120715,3,1,3,4,False
EMP0884,40,Male,Sales,Sales Manager,PhD,16,36680,3,5,38,3,False
EMP0885,56,Other,IT,IT Manager,Masters,11,110129,3,1,8,5,True
EMP0886,46,Female,IT,IT Manager,Bachelors,3,186247,4,4,4,3,False
EMP0887,50,Female,Finance,Financial Analyst,Masters,21,56593,2,3,6,4,False
EMP0888,55,Male,R&D,Product Developer,Masters,23,45965,2,2,20,2,True
EMP0889,55,Other,Sales,Sales Executive,Bachelors,14,125917,4,4,39,3,False
EMP0890,35,Female,Sales,Sales Executive,Bachelors,5,74396,1,2,51,4,True
EMP0891,56,Female,R&D,Research Scientist,Masters,17,116701,2,1,33,4,True
EMP0892,49,Female,HR,HR Manager,High School,28,47700,3,5,16,2,True
EMP0893,58,Male,Marketing,Marketing Specialist,High School,24,120996,4,2,17,5,False
EMP0894,53,Other,HR,HR Manager,Masters,1,94547,3,3,31,4,False
EMP0895,53,Other,Marketing,Marketing Specialist,Masters,23,83039,5,3,16,1,True
EMP0896,33,Female,Finance,Accountant,Masters,13,115264,2,2,4,3,True
EMP0897,41,Male,IT,Software Engineer,PhD,17,129662,4,3,5,3,False
EMP0898,34,Other,Marketing,Marketing Specialist,Bachelors,14,134951,2,4,40,1,True
EMP0899,22,Male,Operations,Operations Associate,Masters,2,131549,4,3,51,2,False
EMP0900,38,Male,HR,HR Manager,PhD,16,85892,4,5,34,2,True
EMP0901,58,Other,HR,HR Manager,Bachelors,33,84203,5,4,31,5,False
EMP0902,59,Male,Finance,Accountant,Bachelors,36,72068,4,2,55,1,False
EMP0903,60,Female,R&D,Product Developer,High School,21,112064,2,1,27,2,True
EMP0904,28,Female,Finance,Financial Analyst,Masters,6,106608,4,1,36,4,False
EMP0905,24,Male,R&D,Product Developer,PhD,3,110901,4,4,40,2,False
EMP0906,26,Male,Finance,Accountant,Bachelors,2,55932,4,2,4,1,True
EMP0907,35,Male,Sales,Sales Manager,Bachelors,1,26740,3,4,25,5,False
EMP0908,24,Female,IT,IT Manager,Masters,4,207737,1,4,4,4,False
EMP0909,51,Female,HR,HR Manager,Bachelors,24,59295,3,2,7,3,False
EMP0910,37,Female,Finance,Financial Analyst,Bachelors,15,100021,1,3,0,3,False
EMP0911,31,Male,HR,HR Generalist,Masters,8,34229,1,4,70,5,True
EMP0912,51,Female,Sales,Sales Executive,Masters,27,133820,5,4,31,1,True
EMP0913,27,Male,IT,Software Engineer,Masters,1,126775,2,1,27,4,False
EMP0914,22,Male,Sales,Sales Executive,High School,2,139471,4,4,0,5,False
EMP0915,55,Other,Marketing,Content Creator,Masters,13,84067,3,1,10,3,False
EMP0916,26,Male,IT,Software Engineer,PhD,2,129375,5,3,16,3,False
EMP0917,23,Male,Finance,Accountant,High School,2,77732,3,1,30,4,True
EMP0918,39,Male,Marketing,Marketing Specialist,High School,2,42035,4,1,40,1,True
EMP0919,46,Male,Sales,Sales Manager,Masters,26,75085,1,2,38,1,True
EMP0920,60,Other,Operations,Operations Associate,PhD,25,95552,1,3,14,1,True
EMP0921,54,Female,Marketing,Marketing Specialist,Bachelors,2,124472,3,1,5,5,False
EMP0922,36,Male,Operations,Logistics Manager,Masters,16,82017,2,3,23,1,True
EMP0923,37,Male,R&D,Research Scientist,PhD,11,51069,2,3,23,2,False
EMP0924,25,Male,Finance,Financial Analyst,PhD,3,90671,3,4,7,5,False
EMP0925,30,Male,R&D,Research Scientist,Masters,9,136309,2,4,17,4,True
EMP0926,41,Female,Operations,Operations Associate,PhD,4,91305,3,3,55,3,False
EMP0927,51,Female,Sales,Sales Executive,PhD,16,119998,3,3,29,4,False
EMP0928,58,Male,R&D,Product Developer,High School,11,41077,2,3,15,2,True
EMP0929,28,Male,Finance,Financial Analyst,PhD,1,101165,2,5,24,5,False
EMP0930,44,Other,Finance,Accountant,High School,15,77035,3,3,34,5,False
EMP0931,33,Female,IT,Data Scientist,Bachelors,11,150606,5,1,23,2,True
EMP0932,32,Female,R&D,Product Developer,High School,10,119760,4,4,31,5,False
EMP0933,41,Male,Sales,Sales Manager,High School,11,97759,1,4,52,4,True
EMP0934,41,Other,Marketing,Marketing Specialist,High School,6,103520,5,1,33,2,True
EMP0935,35,Male,Finance,Accountant,High School,10,95971,5,2,26,2,False
EMP0936,49,Male,IT,IT Manager,High School,24,152977,5,3,66,3,False
EMP0937,56,Male,R&D,Product Developer,Masters,2,65973,4,1,20,4,False
EMP0938,28,Female,Operations,Operations Associate,Bachelors,1,119885,5,1,30,2,False
EMP0939,58,Male,Operations,Operations Associate,High School,37,89475,1,4,3,3,False
EMP0940,51,Other,R&D,Product Developer,Bachelors,26,136842,4,4,60,1,True
EMP0941,31,Male,R&D,Research Scientist,PhD,4,48296,1,2,34,1,True
EMP0942,60,Other,R&D,Research Scientist,High School,29,61954,2,2,22,4,True
EMP0943,44,Female,Operations,Logistics Manager,Masters,18,46352,2,4,35,4,True
EMP0944,39,Other,IT,IT Manager,PhD,7,122198,2,2,64,5,True
EMP0945,50,Other,Sales,Sales Manager,Masters,9,97285,1,5,8,5,False
EMP0946,29,Male,R&D,Product Developer,High School,1,121485,5,2,24,1,True
EMP0947,60,Female,R&D,Research Scientist,PhD,7,66128,3,1,39,3,False
EMP0948,37,Other,HR,HR Generalist,High School,8,134626,4,4,9,2,False
EMP0949,45,Male,Finance,Accountant,High School,23,48279,1,3,16,2,True
EMP0950,36,Other,Finance,Financial Analyst,PhD,13,103424,4,5,30,2,False
EMP0951,52,Male,IT,Software Engineer,High School,8,151544,1,1,34,4,True
EMP0952,41,Male,R&D,Research Scientist,High School,4,44790,2,3,35,5,True
EMP0953,34,Female,IT,Data Scientist,Masters,14,83852,4,1,18,2,True
EMP0954,47,Female,HR,HR Manager,Masters,17,47644,3,2,17,1,True
EMP0955,48,Female,HR,HR Manager,Bachelors,23,47635,1,1,35,1,True
EMP0956,36,Female,Finance,Accountant,PhD,14,95785,4,3,33,2,False
EMP0957,24,Other,Finance,Accountant,Masters,2,105804,4,4,11,3,False
EMP0958,41,Male,R&D,Research Scientist,Bachelors,1,129925,2,4,54,2,True
EMP0959,39,Female,Operations,Logistics Manager,High School,19,96660,2,2,45,1,True
EMP0960,45,Male,Sales,Sales Executive,PhD,14,65986,4,3,25,4,False
EMP0961,23,Other,Marketing,Content Creator,Masters,0,77999,4,5,70,3,True
EMP0962,50,Male,Sales,Sales Executive,Bachelors,7,81310,3,4,72,5,False
EMP0963,37,Male,HR,HR Generalist,PhD,16,86165,5,2,21,4,True
EMP0964,36,Other,R&D,Research Scientist,Masters,1,124623,2,2,6,5,True
EMP0965,54,Female,HR,HR Generalist,PhD,19,35525,5,5,32,4,False
EMP0966,49,Male,R&D,Product Developer,Masters,24,62819,1,1,28,3,True
EMP0967,28,Female,Finance,Financial Analyst,High School,8,141162,4,1,33,5,True
EMP0968,46,Other,Sales,Sales Executive,Bachelors,23,147748,4,4,42,5,False
EMP0969,32,Male,R&D,Product Developer,Bachelors,10,112405,2,4,61,2,True
EMP0970,53,Male,Sales,Sales Executive,High School,25,30655,2,4,22,4,True
EMP0971,46,Male,Marketing,Marketing Specialist,Bachelors,0,142590,5,3,25,4,False
EMP0972,41,Male,Sales,Sales Manager,PhD,4,88684,3,4,6,4,False
EMP0973,24,Female,Finance,Accountant,Masters,1,125410,3,3,28,2,True
EMP0974,49,Female,Sales,Sales Manager,High School,11,69802,4,4,20,3,False
EMP0975,43,Other,Operations,Operations Associate,High School,8,127085,1,5,1,4,False
EMP0976,33,Other,HR,HR Manager,Masters,3,100779,4,2,5,3,True
EMP0977,38,Female,Marketing,Marketing Specialist,Masters,2,51590,3,2,27,1,True
EMP0978,38,Male,IT,Software Engineer,PhD,6,80408,4,1,36,3,False
EMP0979,45,Other,HR,HR Generalist,PhD,4,109596,2,2,2,3,True
EMP0980,25,Other,Marketing,Content Creator,Masters,5,145846,1,4,46,2,True
EMP0981,58,Other,Marketing,Content Creator,Masters,8,71142,2,2,35,3,False
EMP0982,59,Other,Operations,Operations Associate,Bachelors,10,121449,1,5,2,5,True
EMP0983,36,Female,HR,HR Manager,Bachelors,11,125180,5,4,32,3,False
EMP0984,50,Male,Marketing,Marketing Specialist,PhD,6,121701,5,4,1,3,False
EMP0985,31,Male,Sales,Sales Manager,Masters,4,67558,1,1,25,4,False
EMP0986,57,Female,IT,Software Engineer,Masters,5,85322,5,3,32,1,True
EMP0987,33,Male,Finance,Financial Analyst,Bachelors,12,43825,5,4,8,1,False
EMP0988,33,Male,Sales,Sales Manager,Masters,11,115788,1,2,10,4,True
EMP0989,48,Female,R&D,Research Scientist,Bachelors,24,78784,2,1,18,3,True
EMP0990,42,Male,HR,HR Manager,High School,17,137768,4,4,2,2,False
EMP0991,50,Male,Sales,Sales Executive,Bachelors,16,58102,5,2,74,3,False
EMP0992,38,Male,IT,Software Engineer,Bachelors,16,217926,3,4,65,3,False
EMP0993,50,Other,Marketing,Marketing Specialist,Bachelors,12,118407,4,5,23,3,False
EMP0994,25,Other,Finance,Financial Analyst,High School,1,32703,2,1,37,1,False
EMP0995,58,Male,IT,IT Manager,PhD,1,93534,5,4,54,1,False
EMP0996,38,Other,Operations,Operations Associate,High School,0,44907,2,5,62,3,True
EMP0997,22,Other,HR,HR Manager,PhD,0,133168,2,2,12,2,True
EMP0998,47,Female,R&D,Research Scientist,Bachelors,2,113432,1,3,37,5,False
EMP0999,31,Other,Marketing,Marketing Specialist,Bachelors,11,42437,5,2,56,5,True
EMP1000,34,Female,IT,Data Scientist,PhD,10,116857,5,3,80,4,False
EMP1001,36,Other,Operations,Logistics Manager,Masters,7,109154,5,2,37,2,False
EMP1002,39,Other,Marketing,Content Creator,Masters,19,58600,1,1,6,3,True
EMP1003,48,Male,Sales,Sales Executive,PhD,8,55347,3,2,20,5,True
EMP1004,50,Male,Sales,Sales Manager,High School,24,139767,4,5,34,3,False
EMP1005,36,Other,Finance,Financial Analyst,PhD,4,83242,2,3,9,3,True
EMP1006,36,Other,Marketing,Marketing Specialist,Bachelors,9,121361,4,2,32,1,False
EMP1007,56,Female,R&D,Research Scientist,High School,7,76230,3,3,34,2,True
EMP1008,40,Male,Operations,Logistics Manager,Masters,3,142220,4,3,39,3,False
EMP1009,57,Male,IT,DevOps Engineer,Masters,10,89111,5,4,46,5,False
EMP1010,28,Other,R&D,Research Scientist,Masters,0,137751,5,4,22,2,True
EMP1011,44,Other,Finance,Financial Analyst,High School,24,80185,5,5,10,5,False
EMP1012,29,Male,Finance,Financial Analyst,Masters,6,85285,2,3,32,1,True
EMP1013,46,Female,HR,HR Generalist,High School,21,117164,1,2,17,3,True
EMP1014,53,Male,Operations,Operations Associate,Bachelors,29,61143,5,1,6,4,False
EMP1015,57,Other,Finance,Accountant,Bachelors,35,97466,4,1,68,2,False
